slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords
halo-vindicator,Halo Vindicator,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
vow-keeper,Vow Keeper,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
sun-herald,Sun Herald,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
virtue-paladin,Virtue Paladin,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
vow-gryphon,Vow Gryphon,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
vow-custodian,Vow Custodian,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
halo-lion,Halo Lion,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
saint-guardian,Saint Guardian,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
crown-angel,Crown Angel,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
dawn-seraph,Dawn Seraph,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
beacon-herald,Beacon Herald,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
sun-keeper,Sun Keeper,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
beacon-angel,Beacon Angel,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
beacon-seraph,Beacon Seraph,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
crown-guardian,Crown Guardian,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
aegis-paladin,Aegis Paladin,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
dawn-gryphon,Dawn Gryphon,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
virtue-keeper,Virtue Keeper,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
light-gryphon,Light Gryphon,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
vow-lion,Vow Lion,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
aegis-seraph,Aegis Seraph,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
saint-herald,Saint Herald,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
beacon-paladin,Beacon Paladin,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
vow-vindicator,Vow Vindicator,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
dawn-paladin,Dawn Paladin,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
crown-keeper,Crown Keeper,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
halo-angel,Halo Angel,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
halo-seraph,Halo Seraph,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
vow-guardian,Vow Guardian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
light-spire,Light Spire,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
sun-cloister,Sun Cloister,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
sun-citadel,Sun Citadel,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
saint-crown,Saint Crown,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
saint-citadel,Saint Citadel,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
vow-cloister,Vow Cloister,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
vow-gate,Vow Gate,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
sun-amphitheater,Sun Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
saint-bridge,Saint Bridge,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
faith-citadel,Faith Citadel,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
saint-sanctum,Saint Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
vow-spire,Vow Spire,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
crown-fountain,Crown Fountain,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
halo-amphitheater,Halo Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
ivory-amphitheater,Ivory Amphitheater,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
crown-sanctum,Crown Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
faith-gate,Faith Gate,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
saint-fountain,Saint Fountain,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
light-gate,Light Gate,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
aegis-gate,Aegis Gate,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
crown-spire,Crown Spire,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
aegis-fountain,Aegis Fountain,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
ivory-gate,Ivory Gate,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
light-crown,Light Crown,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
dawn-cloister,Dawn Cloister,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
faith-basilica,Faith Basilica,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
sun-basilica,Sun Basilica,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
halo-bridge,Halo Bridge,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
dawn-fountain,Dawn Fountain,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
crown-gate,Crown Gate,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
faith-fountain,Faith Fountain,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
light-fountain,Light Fountain,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
aegis-crown,Aegis Crown,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
halo-sanctum,Halo Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
aegis-cloister,Aegis Cloister,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
vow-citadel,Vow Citadel,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
ivory-basilica,Ivory Basilica,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
dawn-basilica,Dawn Basilica,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
light-basilica,Light Basilica,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
dawn-sanctum,Dawn Sanctum,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
dawn-gate,Dawn Gate,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
sun-spire,Sun Spire,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
faith-spire,Faith Spire,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
aegis-sanctum,Aegis Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
ivory-cloister,Ivory Cloister,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
ivory-citadel,Ivory Citadel,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
ivory-bridge,Ivory Bridge,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
halo-crown,Halo Crown,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
crown-basilica,Crown Basilica,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
light-amphitheater,Light Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
sun-fountain,Sun Fountain,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
light-sanctum,Light Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
saint-spire,Saint Spire,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
vow-basilica,Vow Basilica,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
halo-fountain,Halo Fountain,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
aegis-amphitheater,Aegis Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
crown-bridge,Crown Bridge,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
ivory-sanctum,Ivory Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
vow-bridge,Vow Bridge,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
saint-cloister,Saint Cloister,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
dawn-bridge,Dawn Bridge,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
halo-gate,Halo Gate,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
light-cloister,Light Cloister,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
light-bridge,Light Bridge,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
halo-basilica,Halo Basilica,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
saint-gate,Saint Gate,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
halo-spire,Halo Spire,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
ivory-fountain,Ivory Fountain,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
crown-citadel,Crown Citadel,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
dawn-citadel,Dawn Citadel,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
dawn-spire,Dawn Spire,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
halo-cloister,Halo Cloister,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
dawn-amphitheater,Dawn Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
faith-sanctum,Faith Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
aegis-basilica,Aegis Basilica,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
ivory-crown,Ivory Crown,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
sun-gate,Sun Gate,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
crown-cloister,Crown Cloister,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
saint-basilica,Saint Basilica,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
saint-amphitheater,Saint Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
faith-bridge,Faith Bridge,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
faith-crown,Faith Crown,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
vow-crown,Vow Crown,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
halo-citadel,Halo Citadel,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
light-citadel,Light Citadel,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
crown-amphitheater,Crown Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
faith-amphitheater,Faith Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
faith-cloister,Faith Cloister,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
sun-sanctum,Sun Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,3,1,0,1,9,1,2,
sun-bridge,Sun Bridge,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
vow-sanctum,Vow Sanctum,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
vow-amphitheater,Vow Amphitheater,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
aegis-bridge,Aegis Bridge,STRUCTURE,COMMON,FALSE,RADIANT,5,2,0,2,11,2,2,
sun-crown,Sun Crown,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
aegis-spire,Aegis Spire,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
dawn-crown,Dawn Crown,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
aegis-citadel,Aegis Citadel,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
ivory-spire,Ivory Spire,STRUCTURE,RARE,FALSE,RADIANT,6,2,0,3,12,3,2,
crown-crown,Crown Crown,STRUCTURE,COMMON,FALSE,RADIANT,2,1,0,1,8,1,2,
vow-fountain,Vow Fountain,STRUCTURE,COMMON,FALSE,RADIANT,4,2,0,2,10,2,2,
dawn-break-shine,Dawn Break Shine,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
lightwave-smite,Lightwave Smite,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
vow-strike-gleam,Vow Strike Gleam,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
ivory-flash-shield,Ivory Flash Shield,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
halo-ward-gleam,Halo Ward Gleam,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
crown-bolt-gleam,Crown Bolt Gleam,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
faith-guard-smite,Faith Guard Smite,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
crown-bolt-shield,Crown Bolt Shield,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
halo-ward-shield,Halo Ward Shield,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
dawn-break-smite,Dawn Break Smite,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
sun-spear-smite,Sun Spear Smite,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
sun-spear-ward,Sun Spear Ward,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
blessed-cut-shine,Blessed Cut Shine,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
blessed-cut-smite,Blessed Cut Smite,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
ivory-flash-smite,Ivory Flash Smite,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
vow-strike-flash,Vow Strike Flash,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
sun-spear-beacon,Sun Spear Beacon,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
saint-s-aegis-ward,Saint’s Aegis Ward,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
sun-spear-shield,Sun Spear Shield,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
crown-bolt-beacon,Crown Bolt Beacon,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
ivory-flash-sweep,Ivory Flash Sweep,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
blessed-cut-flash,Blessed Cut Flash,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
halo-ward-cleave,Halo Ward Cleave,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
lightwave-shine,Lightwave Shine,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
vow-strike-shield,Vow Strike Shield,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
ivory-flash-ward,Ivory Flash Ward,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
saint-s-aegis-beacon,Saint’s Aegis Beacon,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
faith-guard-sweep,Faith Guard Sweep,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
ivory-flash-gleam,Ivory Flash Gleam,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
dawn-break-sweep,Dawn Break Sweep,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
sun-spear-pulse,Sun Spear Pulse,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
crown-bolt-smite,Crown Bolt Smite,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
halo-ward-smite,Halo Ward Smite,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
dawn-break-shield,Dawn Break Shield,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
crown-bolt-shine,Crown Bolt Shine,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
lightwave-pulse,Lightwave Pulse,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
crown-bolt-ward,Crown Bolt Ward,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
blessed-cut-beacon,Blessed Cut Beacon,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
lightwave-flash,Lightwave Flash,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
vow-strike-sweep,Vow Strike Sweep,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
halo-ward-sweep,Halo Ward Sweep,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
vow-strike-shine,Vow Strike Shine,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
saint-s-aegis-gleam,Saint’s Aegis Gleam,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
vow-strike-ward,Vow Strike Ward,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
saint-s-aegis-flash,Saint’s Aegis Flash,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
ivory-flash-cleave,Ivory Flash Cleave,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
ivory-flash-shine,Ivory Flash Shine,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
crown-bolt-cleave,Crown Bolt Cleave,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
faith-guard-flash,Faith Guard Flash,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
faith-guard-shield,Faith Guard Shield,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
sun-spear-gleam,Sun Spear Gleam,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
blessed-cut-shield,Blessed Cut Shield,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
halo-ward-beacon,Halo Ward Beacon,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
dawn-break-beacon,Dawn Break Beacon,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
ivory-flash-pulse,Ivory Flash Pulse,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
ivory-flash-flash,Ivory Flash Flash,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
vow-strike-cleave,Vow Strike Cleave,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
halo-ward-flash,Halo Ward Flash,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
dawn-break-cleave,Dawn Break Cleave,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
saint-s-aegis-sweep,Saint’s Aegis Sweep,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
halo-ward-ward,Halo Ward Ward,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
blessed-cut-pulse,Blessed Cut Pulse,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
faith-guard-gleam,Faith Guard Gleam,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
blessed-cut-ward,Blessed Cut Ward,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
crown-bolt-flash,Crown Bolt Flash,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
vow-strike-smite,Vow Strike Smite,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
blessed-cut-cleave,Blessed Cut Cleave,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
lightwave-gleam,Lightwave Gleam,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
dawn-break-flash,Dawn Break Flash,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
saint-s-aegis-cleave,Saint’s Aegis Cleave,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
halo-ward-pulse,Halo Ward Pulse,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
lightwave-cleave,Lightwave Cleave,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
dawn-break-pulse,Dawn Break Pulse,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
lightwave-shield,Lightwave Shield,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
ivory-flash-beacon,Ivory Flash Beacon,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
lightwave-ward,Lightwave Ward,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
saint-s-aegis-shield,Saint’s Aegis Shield,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
vow-strike-pulse,Vow Strike Pulse,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
lightwave-beacon,Lightwave Beacon,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
saint-s-aegis-pulse,Saint’s Aegis Pulse,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
sun-spear-cleave,Sun Spear Cleave,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
faith-guard-shine,Faith Guard Shine,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
saint-s-aegis-shine,Saint’s Aegis Shine,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
sun-spear-shine,Sun Spear Shine,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
sun-spear-sweep,Sun Spear Sweep,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
saint-s-aegis-smite,Saint’s Aegis Smite,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
faith-guard-ward,Faith Guard Ward,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
sun-spear-flash,Sun Spear Flash,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
dawn-break-ward,Dawn Break Ward,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
blessed-cut-gleam,Blessed Cut Gleam,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
crown-bolt-pulse,Crown Bolt Pulse,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
blessed-cut-sweep,Blessed Cut Sweep,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
halo-ward-shine,Halo Ward Shine,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
faith-guard-cleave,Faith Guard Cleave,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
dawn-break-gleam,Dawn Break Gleam,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
crown-bolt-sweep,Crown Bolt Sweep,ACTION,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,
faith-guard-pulse,Faith Guard Pulse,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
vow-strike-beacon,Vow Strike Beacon,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
faith-guard-beacon,Faith Guard Beacon,ACTION,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,
lightwave-sweep,Lightwave Sweep,ACTION,COMMON,FALSE,RADIANT,0,1,0,0,0,0,0,
anomaly-oracle,Anomaly Oracle,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
phase-sphinx,Phase Sphinx,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
phase-myrmidon,Phase Myrmidon,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
quantum-wanderer,Quantum Wanderer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
loop-savant,Loop Savant,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
quantum-seer,Quantum Seer,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
ouro-warden,Ouro Warden,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
clock-warden,Clock Warden,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
chrono-runner,Chrono Runner,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
rift-oracle,Rift Oracle,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
chrono-oracle,Chrono Oracle,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
quantum-savant,Quantum Savant,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
paradox-seer,Paradox Seer,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
echo-wanderer,Echo Wanderer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
ouro-mantis,Ouro Mantis,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
echo-myrmidon,Echo Myrmidon,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
ouro-wanderer,Ouro Wanderer,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
anomaly-runner,Anomaly Runner,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
chrono-seer,Chrono Seer,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
clock-wanderer,Clock Wanderer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
quantum-chimera,Quantum Chimera,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
paradox-sphinx,Paradox Sphinx,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
clock-chimera,Clock Chimera,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
phase-seer,Phase Seer,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
phase-mantis,Phase Mantis,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
